trip_id,vendor_id,base_inr,km_inr,wait_inr,total_inr
T004829,V02,194,434,64,692
T004830,V01,167,427,69,663
T004831,V12,167,185,28,380
T004832,V09,134,414,35,583
T995824,V12,181,276,63,520
T004834,V10,132,190,27,349
T004835,V07,160,371,136,667
T004836,V08,180,254,66,500
T004837,V01,143,558,56,757
T004838,V12,177,263,22,462
T004839,V04,141,178,66,385
T004840,V09,172,265,19,456
T004841,V06,190,434,65,689
T004842,V07,156,304,191,651
T004843,V08,137,301,23,461
T004844,V10,183,365,29,577
T004845,V10,165,231,69,465
T004846,V05,134,180,18,332
T004847,V06,189,316,32,537
T004848,V12,132,497,58,687
T004849,V05,172,327,58,557
T004850,V10,191,380,24,595
T004851,V08,177,495,59,731
T004852,V05,165,118,21,304
T004853,V06,172,388,66,626
T004854,V10,184,172,37,393
T004855,V01,143,469,63,675
T004856,V01,170,640,65,875
T004857,V08,125,590,40,755
T004858,V02,193,587,16,796
T004859,V05,141,344,26,511
T004860,V05,164,549,20,733
T004861,V05,183,342,31,556
T004862,V03,123,544,47,714
T004863,V02,165,454,40,659
T004864,V08,162,388,64,614
T004865,V09,147,296,69,512
T004866,V05,198,537,45,780
T004867,V04,144,607,33,784
T004868,V05,166,400,36,602
T004869,V09,170,184,25,379
T004870,V05,130,613,52,795
T004871,V12,197,482,62,741
T004872,V06,175,125,14,314
T004873,V01,148,450,57,655
T004874,V08,193,471,10,674
T990564,V07,126,580,173,879
T004876,V06,157,464,61,682
T004877,V03,136,168,24,328
T004878,V04,161,456,25,642
T004879,V12,173,469,12,654
T004880,V10,160,127,48,335
T004881,V04,197,423,14,634
T004882,V12,139,233,17,389
T004883,V01,140,246,61,447
T004884,V06,138,274,11,423
T004885,V04,168,169,52,389
T996777,V02,179,221,38,438
T004887,V06,189,593,54,836
T004888,V02,159,586,40,785
T004889,V02,187,402,26,615
T004890,V09,123,399,47,569
T004891,V12,198,312,25,535
T004892,V04,199,123,21,343
T004893,V03,172,389,58,619
T004894,V09,154,160,52,366
T004895,V05,142,203,56,401
T991216,V01,127,487,29,643
T004897,V09,187,495,41,723
T004898,V11,189,243,65,497
T004899,V09,146,412,28,586
T004900,V06,150,229,48,427
T004901,V02,170,469,37,676
T004902,V09,134,368,16,518
T004903,V09,122,188,20,330
T004904,V04,197,129,59,385
T004905,V10,177,295,27,499
T004906,V05,185,570,17,772
T004907,V11,135,634,60,829
T004908,V11,126,452,40,618
T004909,V12,145,196,29,370
T004910,V04,127,494,58,679
T004911,V04,124,411,66,601
T004912,V02,125,421,33,579
T004913,V04,191,341,50,582
T004914,V04,164,340,62,566
T004915,V05,123,304,65,492
T004916,V01,139,291,41,471
T004917,V11,156,293,26,475
T004918,V12,145,263,66,474
T004919,V12,134,118,42,294
T004920,V04,163,546,34,743
T004921,V12,138,127,35,300
T004922,V05,163,238,46,447
T004923,V08,160,201,50,411
T004924,V03,191,420,39,650
T004925,V09,141,528,53,722
T004926,V04,129,418,47,594
T004927,V09,124,135,41,300
T004928,V11,123,552,14,689
T004929,V03,150,502,13,665
T004930,V06,137,543,50,730
T004931,V02,188,590,40,818
T004932,V02,192,125,62,379
T004933,V09,153,127,30,310
T004934,V01,163,545,55,763
T004935,V08,178,230,43,451
T004936,V11,186,264,61,511
T004937,V06,135,562,26,723
T004938,V12,154,218,55,427
T004939,V05,177,311,19,507
T004940,V09,178,570,45,793
T004941,V04,180,369,40,589
T004942,V08,137,545,49,731
T994445,V12,188,382,39,609
T004944,V04,127,599,53,779
T004945,V02,158,243,15,416
T004946,V03,189,333,49,571
T004947,V06,186,237,46,469
T004948,V09,163,297,22,482
T004949,V07,165,432,193,790
T004950,V11,147,269,60,476
T004951,V07,179,496,45,720
T004952,V03,179,222,41,442
T004953,V03,169,245,30,444
T004954,V08,135,432,41,608
T004955,V11,157,374,52,583
T004956,V05,137,615,40,792
T004957,V03,137,219,44,400
T004958,V06,161,377,69,607
T004959,V09,168,413,41,622
T004960,V11,173,225,39,437
T004961,V07,151,511,47,709
T004962,V10,154,273,45,472
T004963,V08,165,408,11,584
T004964,V10,120,215,51,386
T004965,V09,146,549,56,751
T004966,V06,153,426,32,611
T004967,V08,131,278,59,468
T004968,V11,161,201,47,409
T004969,V06,124,338,62,524
T004970,V12,199,562,12,773
T004971,V06,164,281,32,477
T004972,V01,130,411,42,583
T004973,V10,148,478,14,640
T004974,V03,173,541,48,762
T004975,V05,184,178,28,390
T004976,V01,132,617,30,779
T004977,V10,124,495,68,687
T004978,V07,164,584,73,821
T004979,V09,127,250,38,415
T004980,V05,142,288,37,467
T004981,V11,163,517,60,740
T004982,V12,179,164,22,365
T004983,V07,170,549,147,866
T004984,V10,137,641,31,809
T004985,V01,186,474,38,698
T004986,V07,180,354,147,681
T004987,V11,122,597,31,750
T004988,V10,157,597,61,815
T004989,V05,178,254,44,476
T004990,V05,126,343,53,522
T004991,V04,158,268,51,477
T004992,V07,196,558,117,871
T004993,V08,123,335,37,495
T004994,V06,139,522,62,723
T004995,V02,152,210,42,404
T004996,V02,197,578,18,793
T004997,V03,134,156,40,330
T004998,V05,131,543,66,740
T004999,V06,152,516,64,732
T005000,V02,137,316,57,510
T005001,V03,131,256,18,405
T005002,V09,142,316,67,525
T005003,V11,158,159,42,359
T005004,V10,153,336,30,519
T005005,V01,195,277,58,530
T005006,V07,149,535,162,846
T005007,V02,124,152,21,297
T005008,V03,125,306,21,452
T005009,V04,150,381,15,546
T005010,V10,160,255,51,466
T005011,V11,193,549,13,755
T005012,V09,141,476,24,641
T005013,V07,125,227,89,441
T005014,V08,184,138,51,373
T991270,V04,141,588,50,779
T005016,V10,175,429,69,673
T005017,V01,127,426,69,622
T005018,V06,135,530,51,716
T005019,V11,132,389,64,585
T005020,V10,168,580,44,792
T005021,V12,122,319,13,454
T005022,V10,138,260,14,412
T005023,V06,150,326,26,502
T005024,V05,194,266,53,513
T005025,V08,167,560,22,749
T005026,V01,187,369,23,579
T005027,V10,152,531,50,733
T005028,V06,124,362,45,531
T005029,V03,141,289,12,442
T005030,V04,182,118,12,312
T005031,V01,147,500,16,663
T005032,V10,165,364,40,569
T999745,V03,194,326,21,541
T005034,V04,171,186,46,403
T005035,V10,184,519,46,749
T005036,V03,123,225,57,405
T005037,V08,140,156,39,335
T005038,V06,168,406,40,614
T005039,V04,154,438,20,612
T005040,V02,164,372,19,555
T005041,V11,156,450,46,652
T005042,V02,132,394,41,567
T005043,V05,145,480,10,635
T005044,V07,157,143,57,357
T005045,V07,120,528,158,806
T005046,V12,121,198,24,343
T005047,V11,195,276,30,501
T005048,V05,131,244,55,430
T005049,V06,133,311,47,491
T005050,V05,134,164,22,320
T005051,V08,180,413,34,627
T005052,V08,177,132,67,376
T005053,V08,199,230,14,443
T005054,V03,149,608,27,784
T005055,V03,199,264,13,476
T005056,V02,165,294,32,491
T005057,V09,178,159,68,405
T005058,V07,132,182,122,436
T994792,V09,131,573,46,750
T005060,V04,181,389,16,586
T005061,V06,183,459,65,707
T005062,V04,179,452,29,660
T005063,V10,126,526,69,721
T005064,V04,162,172,64,398
T005065,V05,162,565,17,744
T005066,V10,138,420,33,591
T005067,V03,161,298,45,504
T005068,V01,126,196,15,337
T005069,V12,180,496,27,703
T005070,V04,156,530,42,728
T005071,V11,141,184,27,352
T005072,V09,139,450,13,602
T005073,V02,185,507,45,737
T005074,V05,188,143,16,347
T005075,V11,141,311,15,467
T005076,V08,186,450,11,647
T005077,V11,187,485,36,708
T005078,V08,156,406,45,607
T005079,V03,187,518,69,774
T005080,V11,176,283,49,508
T005081,V07,148,289,136,573
T005082,V12,191,349,64,604
T005083,V03,162,506,42,710
T005084,V07,158,528,47,733
T005085,V09,191,218,38,447
T005086,V09,184,121,27,332
T005087,V02,172,226,57,455
T005088,V04,166,242,21,429
T005089,V07,198,141,189,528
T005090,V07,185,313,171,669
T005091,V06,195,549,25,769
T992017,V08,172,252,12,436
T005093,V01,188,437,30,655
T005094,V05,146,564,50,760
T005095,V11,188,190,61,439
T005096,V05,132,408,23,563
T005097,V01,173,433,10,616
T005098,V03,121,373,10,504
T005099,V02,152,192,63,407
T005100,V04,138,276,23,437
T005101,V04,150,291,65,506
T005102,V03,131,514,26,671
T005103,V11,163,277,30,470
T005104,V05,192,316,39,547
T005105,V03,158,311,15,484
T005106,V10,160,133,40,333
T005107,V09,135,640,37,812
T994219,V06,197,438,15,650
T005109,V07,185,540,160,885
T005110,V05,154,132,40,326
T005111,V05,184,391,47,622
T005112,V08,172,244,37,453
T005113,V07,186,411,67,664
T005114,V04,187,279,42,508
T005115,V02,187,485,53,725
T005116,V10,192,150,55,397
T005117,V03,165,129,42,336
T005118,V09,131,337,68,536
T005119,V06,187,506,50,743
T005120,V01,194,451,67,712
T005121,V03,121,231,61,413
T005122,V05,152,146,25,323
T005123,V11,167,480,50,697
T005124,V03,185,651,36,872
T005125,V01,149,215,19,383
T005126,V02,194,384,67,645
T005127,V01,142,420,60,622
T005128,V07,139,587,109,835
T005129,V06,199,545,48,792
T005130,V03,198,256,36,490
T005131,V01,158,460,54,672
T005132,V10,175,235,21,431
T005133,V06,141,613,37,791
T005134,V10,123,558,11,692
T005135,V04,182,541,24,747
T005136,V07,123,206,188,517
T005137,V09,150,247,14,411
T005138,V03,152,208,50,410
T005139,V11,195,144,47,386
T005140,V12,198,525,55,778
T005141,V02,144,235,36,415
T005142,V07,178,398,135,711
T005143,V10,182,300,51,533
T005144,V11,134,501,28,663
T005145,V07,170,275,166,611
T005146,V11,130,422,20,572
T005147,V01,188,261,56,505
T005148,V09,130,426,50,606
T005149,V06,131,567,49,747
T005150,V04,156,206,29,391
T005151,V06,179,125,48,352
T005152,V05,176,347,65,588
T005153,V03,153,212,29,394
T005154,V01,120,525,27,672
T005155,V10,138,192,50,380
T005156,V01,199,282,58,539
T005157,V02,154,669,39,862
T005158,V06,140,597,10,747
T005159,V09,129,179,63,371
T005160,V08,174,152,17,343
T005161,V09,180,199,57,436
T005162,V09,142,322,37,501
T005163,V09,196,342,39,577
T005164,V10,138,223,14,375
T005165,V03,168,469,67,704
T005166,V12,166,228,26,420
T005167,V10,131,222,64,417
T005168,V09,130,190,39,359
T005169,V11,130,348,25,503
T005170,V08,185,309,50,544
T005171,V10,140,639,33,812
T999801,V10,141,415,12,568
T005173,V08,131,382,56,569
T005174,V09,198,235,56,489
T998874,V01,152,264,64,480
T005176,V08,191,366,60,617
T005177,V10,160,564,61,785
T005178,V01,139,474,69,682
T991416,V02,143,474,20,637
T005180,V04,171,652,47,870
T005181,V09,120,597,68,785
T005182,V07,171,156,62,389
T005183,V06,154,478,57,689
T005184,V06,148,369,68,585
T005185,V11,179,596,66,841
T005186,V07,180,358,169,707
T005187,V09,147,372,14,533
T995973,V08,143,312,25,480
T005189,V04,184,232,34,450
T005190,V10,158,288,18,464
T005191,V07,163,117,69,349
T005192,V01,189,265,15,469
T005193,V03,137,260,34,431
T005194,V06,164,121,21,306
T005195,V08,199,225,36,460
T005196,V03,125,141,33,299
T005197,V06,195,210,69,474
T005198,V04,155,355,24,534
T005199,V11,140,317,13,470
T005200,V10,185,592,48,825
T005201,V12,188,583,27,798
T005202,V01,159,571,60,790
T005203,V07,183,419,95,697
T005204,V12,174,420,55,649
T005205,V07,139,164,199,502
T005206,V03,192,365,53,610
T005207,V06,192,133,25,350
T005208,V09,123,508,19,650
T005209,V04,167,494,39,700
T005210,V04,141,442,19,602
T005211,V09,189,577,46,812
T005212,V09,174,340,18,532
T005213,V06,150,238,47,435
T005214,V01,179,140,32,351
T005215,V08,180,294,28,502
T005216,V02,166,503,31,700
T005217,V05,175,571,20,766
T005218,V02,145,232,63,440
T005219,V07,139,526,78,743
T005220,V07,178,552,120,850
T993287,V07,183,441,169,793
T005222,V04,135,630,48,813
T005223,V12,174,149,44,367
T005224,V02,172,375,42,589
T005225,V05,150,660,64,874
T005226,V05,179,332,61,572
T005227,V12,195,233,57,485
T005228,V03,188,211,60,459
T005229,V01,192,232,52,476
T005230,V10,187,388,39,614
T005231,V10,136,509,14,659
T005232,V09,194,230,53,477
T005233,V12,152,516,52,720
T005234,V01,186,230,31,447
T005235,V05,128,305,22,455
T005236,V01,186,250,15,451
T005237,V04,146,325,18,489
T005238,V03,190,290,39,519
T005239,V03,193,533,27,753
T005240,V09,145,436,37,618
T005241,V07,147,568,150,865
T005242,V12,178,424,39,641
T005243,V03,191,550,52,793
T005244,V04,147,283,10,440
T005245,V11,191,159,13,363
T005246,V12,180,511,16,707
T005247,V11,175,587,23,785
T005248,V04,156,465,47,668
T005249,V11,155,187,44,386
T005250,V09,128,363,62,553
T005251,V01,164,279,43,486
T005252,V11,121,524,12,657
T005253,V04,187,180,43,410
T005254,V10,194,148,10,352
T005255,V09,180,467,66,713
T005256,V05,152,571,51,774
T005257,V09,180,196,44,420
T005258,V09,199,303,19,521
T005259,V07,131,526,90,747
T005260,V02,131,450,30,611
T005261,V10,171,196,31,398
T005262,V05,140,218,44,402
T005263,V11,134,141,33,308
T005264,V05,184,174,49,407
T005265,V03,163,325,64,552
T005266,V07,188,196,101,485
T005267,V06,161,310,65,536
T005268,V02,195,587,20,802
T005269,V04,193,149,12,354
T005270,V05,197,526,11,734
T005271,V05,120,429,10,559
T994111,V05,128,629,24,781
T005273,V07,143,313,186,642
T005274,V07,180,182,195,557
T005275,V11,133,520,26,679
T005276,V06,190,461,35,686
T005277,V03,186,580,32,798
T005278,V04,155,227,20,402
T005279,V04,153,482,39,674
T005280,V01,170,161,32,363
T005281,V11,170,315,16,501
T005282,V11,199,299,65,563
T005283,V12,156,251,27,434
T005284,V02,168,548,36,752
T005285,V12,170,565,29,764
T005286,V11,140,504,64,708
T005287,V01,185,632,69,886
T005288,V03,155,166,29,350
T005289,V09,197,441,38,676
T005290,V05,138,191,38,367
T005291,V03,185,237,30,452
T005292,V05,134,401,16,551
T005293,V01,150,447,28,625
T005294,V09,182,554,48,784
T005295,V12,183,448,59,690
T005296,V02,154,645,12,811
T005297,V10,149,321,32,502
T005298,V05,128,435,29,592
T005299,V11,159,472,39,670
T005300,V03,155,509,30,694
T005301,V12,143,387,58,588
T005302,V11,172,538,51,761
T005303,V06,186,597,69,852
T005304,V06,123,212,10,345
T005305,V11,125,626,59,810
T005306,V02,125,156,10,291
T005307,V08,130,286,59,475
T005308,V03,173,131,14,318
T005309,V01,139,150,32,321
T005310,V01,132,376,22,530
T005311,V03,195,331,34,560
T005312,V06,194,465,46,705
T005313,V12,178,415,68,661
T005314,V08,164,327,36,527
T005315,V05,167,525,44,736
T005316,V01,126,464,37,627
T005317,V05,125,576,32,733
T005318,V09,160,416,60,636
T005319,V06,136,176,12,324
T005320,V05,195,390,62,647
T005321,V03,167,316,65,548
T005322,V10,187,586,52,825
T005323,V09,161,133,19,313
T005324,V11,180,500,39,719
T005325,V03,122,629,36,787
T005326,V03,198,620,38,856
T005327,V11,141,538,30,709
T005328,V10,162,239,62,463
T005329,V07,144,165,42,351
T005330,V07,164,255,91,510
T005331,V09,181,519,17,717
T005332,V07,177,270,45,492
T005333,V09,149,432,22,603
T005334,V07,120,258,62,440
T005335,V08,165,310,36,511
T005336,V10,179,351,51,581
T005337,V10,130,120,19,269
T005338,V02,132,199,56,387
T005339,V10,182,550,52,784
T005340,V11,122,234,58,414
T005341,V02,178,441,16,635
T005342,V12,187,427,53,667
T005343,V05,164,465,66,695
T005344,V04,153,212,13,378
T005345,V11,176,256,60,492
T005346,V01,175,562,44,781
T005347,V08,152,655,38,845
T005348,V04,147,459,63,669
T005349,V12,198,455,36,689
T005350,V08,147,555,65,767
T005351,V03,190,422,24,636
T005352,V11,170,130,55,355
T005353,V08,127,306,34,467
T005354,V03,153,222,42,417
T005355,V09,128,196,53,377
T005356,V06,176,195,19,390
T005357,V02,133,487,48,668
T005358,V11,132,472,61,665
T005359,V10,120,345,38,503
T005360,V06,136,228,41,405
T005361,V02,162,152,24,338
T005362,V11,166,148,17,331
T005363,V04,145,513,31,689
T005364,V06,165,449,49,663
T005365,V07,145,243,177,565
T005366,V08,146,513,45,704
T005367,V05,198,525,68,791
T005368,V06,168,572,16,756
T005369,V09,125,514,40,679
T005370,V10,122,514,30,666
T005371,V09,176,316,26,518
T005372,V07,165,168,192,525
T005373,V02,176,573,32,781
T005374,V08,161,322,56,539
T005375,V02,187,288,26,501
T005376,V03,127,290,16,433
T005377,V02,149,365,45,559
T005378,V10,153,159,24,336
T005379,V03,176,262,36,474
T005380,V10,166,282,58,506
T005381,V09,150,432,37,619
T005382,V10,165,552,43,760
T005383,V02,187,297,44,528
T005384,V07,143,535,138,816
T005385,V05,189,313,26,528
T005386,V09,151,363,40,554
T005387,V03,166,556,23,745
T005388,V01,187,410,27,624
T005389,V02,182,323,37,542
T005390,V05,161,365,29,555
T005391,V10,187,129,46,362
T005392,V04,173,559,41,773
T992339,V08,186,414,57,657
T005394,V12,147,402,25,574
T005395,V02,140,323,35,498
T005396,V08,147,516,25,688
T005397,V07,125,492,100,717
T005398,V12,120,573,61,754
T005399,V04,192,563,12,767
T005400,V12,123,385,11,519
T005401,V08,126,641,61,828
T005402,V03,195,232,69,496
T005403,V12,194,529,51,774
T005404,V02,123,314,65,502
T005405,V02,150,434,35,619
T005406,V07,130,638,133,901
T005407,V01,154,528,34,716
T005408,V12,166,440,36,642
T005409,V09,173,593,55,821
T005410,V10,151,270,67,488
T005411,V02,129,162,60,351
T005412,V10,154,544,58,756
T005413,V12,154,537,26,717
T005414,V11,131,513,15,659
T005415,V03,143,242,56,441
T005416,V09,169,623,56,848
T005417,V11,183,304,64,551
T005418,V05,181,619,25,825
T005419,V06,189,431,24,644
T005420,V09,178,201,18,397
T005421,V05,173,208,52,433
T005422,V01,158,337,11,506
T005423,V07,148,287,131,566
T005424,V12,199,576,14,789
T005425,V09,194,186,51,431
T005426,V07,191,150,55,396
T005427,V03,187,290,60,537
T005428,V04,168,540,58,766
T005429,V10,161,531,64,756
T005430,V02,120,624,56,800
T005431,V10,155,553,50,758
T005432,V11,166,348,25,539
T005433,V03,162,216,41,419
T005434,V12,170,272,36,478
T005435,V02,158,222,66,446
T005436,V11,160,287,58,505
T005437,V06,188,500,30,718
T005438,V05,149,640,58,847
T005439,V06,155,294,42,491
T005440,V05,152,404,59,615
T005441,V12,153,585,68,806
T005442,V09,122,243,34,399
T005443,V03,138,219,69,426
T005444,V09,142,225,66,433
T005445,V04,193,227,55,475
T005446,V10,137,550,13,700
T005447,V10,149,407,42,598
T005448,V07,146,336,100,582
T005449,V08,173,459,40,672
T005450,V05,131,443,15,589
T005451,V10,164,516,34,714
T005452,V10,197,517,10,724
T005453,V11,165,297,38,500
T005454,V07,183,395,55,633
T005455,V03,143,480,33,656
T005456,V08,152,315,27,494
T005457,V11,129,453,32,614
T005458,V06,120,215,55,390
T005459,V03,142,508,40,690
T005460,V10,171,324,53,548
T005461,V02,186,287,48,521
T005462,V09,165,401,58,624
T005463,V03,123,489,67,679
T005464,V09,142,173,38,353
T005465,V01,121,262,48,431
T005466,V11,158,325,34,517
T005467,V08,158,127,56,341
T005468,V01,130,165,57,352
T005469,V10,134,447,40,621
T005470,V06,181,638,36,855
T005471,V01,160,369,45,574
T005472,V09,199,486,67,752
T005473,V10,170,572,57,799
T005474,V06,153,240,35,428
T005475,V03,120,423,69,612
T005476,V04,126,541,20,687
T005477,V05,189,414,14,617
T005478,V01,188,327,62,577
T005479,V05,127,622,14,763
T005480,V09,152,528,30,710
T005481,V09,183,296,38,517
T005482,V06,125,150,40,315
T005483,V10,158,332,39,529
T005484,V08,149,577,16,742
T005485,V03,161,206,39,406
T005486,V09,173,501,10,684
T005487,V09,158,288,54,500
T005488,V08,181,412,27,620
T995657,V12,196,457,67,720
T005490,V05,147,221,59,427
T005491,V09,181,429,56,666
T005492,V08,168,177,59,404
T005493,V04,175,135,14,324
T005494,V01,130,287,64,481
T005495,V07,134,167,176,477
T005496,V07,196,133,50,379
T005497,V12,121,166,24,311
T005498,V06,138,483,41,662
T005499,V07,161,181,147,489
T005500,V02,136,482,37,655
T005501,V09,161,360,27,548
T005502,V12,159,353,67,579
T005503,V04,149,330,59,538
T005504,V05,185,378,24,587
T005505,V01,133,616,37,786
T005506,V12,154,362,19,535
T005507,V01,161,563,48,772
T005508,V04,159,570,61,790
T005509,V09,195,433,27,655
T005510,V06,160,380,13,553
T005511,V12,130,134,52,316
T005512,V12,175,164,33,372
T005513,V06,139,464,48,651
T005514,V07,183,344,116,643
T005515,V08,184,466,48,698
T005516,V12,127,428,43,598
T005517,V02,187,186,16,389
T005518,V04,167,272,42,481
T005519,V05,160,196,48,404
T005520,V07,152,238,175,565
T005521,V10,160,250,18,428
T005522,V11,166,430,49,645
T005523,V01,186,446,45,677
T005524,V04,174,637,39,850
T005525,V06,154,158,28,340
T005526,V11,170,160,49,379
T005527,V12,149,311,63,523
T005528,V10,153,321,37,511
T005529,V12,184,598,20,802
T005530,V10,121,276,54,451
T005531,V09,125,318,59,502
T005532,V05,175,383,44,602
T005533,V03,183,453,27,663
T005534,V10,187,166,60,413
T005535,V06,178,287,21,486
T005536,V09,151,327,20,498
T005537,V03,182,383,19,584
T005538,V02,182,149,43,374
T005539,V09,147,464,59,670
T005540,V09,167,327,51,545
T005541,V01,164,222,31,417
T005542,V05,192,286,45,523
T005543,V11,158,278,11,447
T005544,V02,181,493,68,742
T005545,V03,159,537,11,707
T005546,V12,192,572,21,785
T005547,V12,177,349,16,542
T005548,V12,120,227,40,387
T005549,V02,182,396,10,588
T005550,V09,172,524,65,761
T005551,V05,171,343,68,582
T005552,V11,135,627,67,829
T005553,V10,135,207,54,396
T005554,V05,187,129,24,340
T005555,V03,170,308,10,488
T005556,V12,184,350,66,600
T005557,V11,176,305,31,512
T005558,V10,180,517,51,748
T005559,V09,190,535,12,737
T005560,V12,129,141,50,320
T005561,V10,145,522,14,681
