business_unit,office,product_type,trip_date,shift_type,trip_id,planned_pickup_epoch,planned_drop_epoch,actual_pickup_epoch,actual_drop_epoch,planned_km,traveled_km,stwid,signintype,gender,emp_role,boarding_status,not_boarding_reason,is_no_show
vanta-Sea,Denver Office,BUS,2026-07-27,16:16,5086849,1785168960.0,1785171660.0,1785168993.0,1785175010.0,29.446,23.65229225158691,248375,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-07-13,13:00,1329338,1783939500.0,1783946700.0,1783940618.0,1783946734.0,27.362495,26.105487823486328,124455,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-15,19:30,1537526,1784137800.0,1784142000.0,1784137917.0,1784143467.0,14.299,14.34311866760254,3370,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-22,21:30,4973262,,,1782164326.0,1782165186.0,0.0,4.95188570022583,428795,Adhoc,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-01,21:30,1518584,,,1782942398.0,1782949526.0,0.0,63.03659439086914,753515,Adhoc,MALE,escort,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-05,21:15,1158766,1780695000.0,1780696260.0,1780693867.0,1780695447.0,8.026,2.9574601650238037,117350,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-17,22:00,1284894,1781734500.0,1781737500.0,1781734644.0,1781738298.0,16.024923,21.57634162902832,72540,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-18,09:30,3266183,1781773380.0,1781774700.0,1781773549.0,1781774795.0,2.6729999,1.665711522102356,455540,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-07-24,15:30,1353640,1784907900.0,1784909100.0,1784907723.0,1784910120.0,9.026731,9.566842079162598,164250,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,11:00,4908690,1780480680.0,1780483500.0,,,9.747599,0.0,384785,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Oakmont Office,CAB,2026-05-05,08:30,3062296,1777965660.0,1777969500.0,1777966020.0,1777968191.0,14.861,12.747596740722656,11760,Planned,MALE,transportmanager-nobilling,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-14,09:30,3389708,1784019900.0,1784021100.0,1784020037.0,1784021080.0,4.419,3.9069862365722656,351400,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-15,11:00,5046933,1784109840.0,1784112300.0,1784110878.0,1784113393.0,8.563424,7.502847671508789,502930,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-30,15:30,3322974,1782833400.0,1782834420.0,1782833876.0,1782835163.0,4.605,4.0693864822387695,169570,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-15,13:30,3244103,1781530200.0,1781533620.0,1781530540.0,1781535168.0,24.127237,25.710540771484375,374995,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-07-21,13:00,1344898,1784632500.0,1784637900.0,1784635024.0,1784639207.0,19.91895,18.932159423828125,224630,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-13,12:00,4846175,1778671020.0,1778672700.0,1778670970.0,1778673178.0,10.438989,10.465189933776855,421210,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-17,20:15,1179330,1781728200.0,1781732760.0,,,27.28874,0.0,208110,,FEMALE,employee,Not Boarded,NO_SHOW,True
orbit-Slc,Lakeside Commons,CAB,2026-06-30,06:30,1306672,1782796800.0,1782800100.0,1782797570.0,1782800546.0,27.504,27.31473731994629,139325,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-05-21,20:00,1241362,,,1779394470.0,1779400667.0,0.0,32.513179779052734,253150,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-04,10:30,3054411,1777888140.0,1777890300.0,1777889862.0,1777891930.0,5.0134263,6.877112865447998,92295,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-02,19:00,1519998,1783019700.0,1783021800.0,1783019772.0,1783023067.0,13.459001,13.137072563171388,336230,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,07:00,4958024,1781764140.0,1781765100.0,1781765175.0,1781766348.0,6.709,6.440159797668457,442330,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,11:00,4858693,1779099360.0,1779101100.0,1779099431.0,1779101855.0,9.11231,8.062081336975098,411755,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-22,14:16,5070656,1784729760.0,1784744700.0,1784729838.0,1784730842.0,1.63,1.6132068634033203,200085,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-27,09:00,3452483,1785139440.0,1785142500.0,1785139603.0,1785143796.0,11.071,10.255860328674316,104285,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-17,22:00,1284894,,,1781734054.0,1781741043.0,0.0,42.295955657958984,218310,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-10,16:30,3380376,1783701000.0,1783706940.0,1783701482.0,1783708707.0,37.623,37.88161849975586,10775,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,14:30,3112961,1778855400.0,1778858880.0,1778855971.0,1778859944.0,22.363554,19.435705184936523,384730,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-07-13,13:00,1329338,1783939500.0,1783946700.0,1783939382.0,1783946734.0,27.362495,26.10980224609375,295600,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-17,22:00,1284894,1781734500.0,1781736600.0,1781734669.0,1781737141.0,11.661647,16.440105438232422,5870,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-02,11:00,1206853,1782986220.0,1782989100.0,1782986794.0,1782989376.0,9.948,9.495157241821287,101000,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-30,07:30,3323938,1782802800.0,1782804300.0,1782803190.0,1782804650.0,8.247,8.560378074645996,97600,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-18,09:30,3266183,1781773740.0,1781774700.0,1781773817.0,1781774795.0,2.162,1.3348534107208252,613815,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-05-25,13:00,1245424,1779709800.0,1779713100.0,,,12.250046,0.0,202695,,MALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Oakmont Office,CAB,2026-05-05,08:30,3062296,1777965900.0,1777969500.0,1777966180.0,1777968191.0,13.913,11.78392219543457,249600,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-02,11:00,1206853,1782986520.0,1782989100.0,1782987172.0,1782989376.0,9.179,8.361114501953125,339150,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-20,18:16,4868503,1779301860.0,1779304800.0,,,17.897587,0.0,21190,,MALE,projectmgr,Not Boarded,NO_SHOW,True
catalyst-Sac,Santa Clara Office,CAB,2026-07-01,21:30,1518584,1782942300.0,1782945660.0,1782942410.0,1782945514.0,24.295,24.602441787719727,318705,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-16,17:30,5053627,1784223000.0,1784224920.0,1784223315.0,1784224023.0,2.002,2.0658369064331055,382705,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-10,15:30,3222696,1781105400.0,1781107020.0,1781105568.0,1781107769.0,6.723013,8.197441101074219,409160,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-06-29,11:00,1303049,1782725400.0,1782729900.0,1782725771.0,1782728422.0,2.657154,5.386685371398926,3515,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-23,18:16,4878092,1779561060.0,1779563160.0,1779560252.0,1779562803.0,13.88,14.210841178894045,170560,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-18,22:00,1288070,,,1781821137.0,1781826626.0,0.0,57.58099365234375,229695,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-29,15:30,3317830,1782747000.0,1782749100.0,,,9.839,0.0,241075,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-06-30,12:00,4998308,1782818280.0,1782819900.0,,,7.351,0.0,287735,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-07-22,14:16,5070656,1784729760.0,1784751900.0,1784729688.0,1784731668.0,8.900991,6.8590192794799805,360005,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-22,20:15,1243074,1784752200.0,1784753280.0,1784750951.0,1784753422.0,7.649186,8.318881034851074,402040,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-05-11,11:00,1221437,1778490000.0,1778496300.0,1778490587.0,1778495072.0,18.56462,19.28481674194336,97785,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-12,09:30,3232677,1781253120.0,1781256300.0,1781252794.0,1781255725.0,16.01205,16.309207916259766,656095,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-07-13,13:00,1329338,1783939500.0,1783946700.0,1783940802.0,1783946734.0,27.362495,25.682106018066406,111235,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-29,15:30,3317830,1782747000.0,1782749280.0,1782746719.0,1782749659.0,7.998924,11.795619010925291,406220,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-03,09:00,3342463,1783066620.0,1783068900.0,1783067000.0,1783069266.0,8.792,6.663480281829834,647305,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Crestwood Campus,CAB,2026-06-08,07:00,1484761,,,1780896295.0,1780899096.0,0.0,21.96693992614746,637725,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-11,21:16,4840131,1778535060.0,1778537280.0,1778534313.0,1778538717.0,24.946,25.70384979248047,419755,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-07-24,15:30,1353640,1784907900.0,1784909100.0,1784907780.0,1784910139.0,9.026731,9.566842079162598,213530,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-15,02:30,1536733,1784083500.0,1784086440.0,1784083518.0,1784085921.0,16.334,16.423133850097656,335310,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-05-11,11:00,1221437,1778489700.0,1778496300.0,1778490097.0,1778495072.0,20.338047,21.21798324584961,17675,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-08,12:00,1217115,1783508580.0,1783511100.0,1783509462.0,1783512086.0,6.261,4.612005233764648,313830,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-08,20:16,4834206,1778272260.0,1778272860.0,1778271311.0,1778272657.0,5.578,4.599466800689697,241140,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-25,21:15,1139117,1779744600.0,1779748080.0,1779743363.0,1779744472.0,7.864379,7.548518180847168,263685,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-20,10:30,3419686,1784540040.0,1784543100.0,,,9.739,0.0,540160,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-15,02:30,1536733,1784083500.0,1784085060.0,1784083500.0,1784084842.0,10.044,10.094605445861816,354620,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-22,14:00,1242080,1784724420.0,1784727900.0,1784724766.0,1784726602.0,12.607291,13.535077095031738,283835,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-16,09:00,3404417,1784190540.0,1784192100.0,1784190907.0,1784192259.0,6.328,5.885072708129883,101240,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Crestwood Campus,CAB,2026-06-23,05:00,1505588,1782191700.0,1782193380.0,1782191578.0,1782193264.0,16.083,16.207090377807617,653180,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-10,15:00,3221315,1781103600.0,1781104980.0,1781104023.0,1781106364.0,6.378,7.727551460266113,96695,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-10,15:30,3222696,1781105400.0,1781107020.0,1781105631.0,1781107816.0,6.8771987,8.31629467010498,84400,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-11,21:16,4937564,1781213460.0,1781215440.0,1781212646.0,1781216530.0,11.9639435,12.21224308013916,481175,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,09:30,3108734,1778835600.0,1778837100.0,1778835667.0,1778837368.0,6.685,0.0,296005,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-27,09:00,3452483,1785138240.0,1785142500.0,1785138464.0,1785143796.0,14.431001,13.800341606140137,463765,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-06,15:00,3071004,1778079600.0,1778080800.0,1778079733.0,1778081555.0,5.654,5.419264793395996,6060,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-24,08:30,3294602,1782288420.0,1782289500.0,,,4.944,0.0,125730,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-06-29,15:16,4995299,1782746160.0,1782747900.0,1782746314.0,1782753631.0,32.44176,33.70681381225586,32915,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-07-24,15:30,1353640,1784907900.0,1784909100.0,1784907733.0,1784910129.0,9.026731,9.566842079162598,157595,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-22,14:00,1242080,1784723640.0,1784727900.0,1784723363.0,1784726602.0,14.438001,17.490182876586914,39815,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-20,18:16,4868503,1779301860.0,1779304440.0,,,15.282,0.0,421065,,MALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-06-10,14:30,3223157,1781101800.0,1781103240.0,1781102188.0,1781105143.0,8.096,7.777931213378906,171225,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-24,13:30,3297955,1782307800.0,1782311580.0,1782308250.0,1782312570.0,24.031235,26.523313522338867,249900,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-13,12:00,4846175,1778671020.0,1778672700.0,1778670877.0,1778673178.0,10.438989,10.465189933776855,211905,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-07-02,22:00,1313316,1783030500.0,1783035300.0,1783030689.0,1783034117.0,27.888205,29.698352813720703,6695,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-22,20:15,1243074,1784752200.0,1784752680.0,1784751329.0,1784752926.0,3.8271427,4.473938941955566,243390,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-06-30,06:30,1306672,1782796500.0,1782800100.0,1782797256.0,1782800546.0,28.278,28.02722549438477,142095,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-17,20:16,4956872,1781728260.0,1781729040.0,1781727371.0,1781730383.0,7.501,10.341100692749023,422250,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-25,09:00,3300306,1782375660.0,1782377700.0,1782375806.0,1782377686.0,5.6918554,5.756057262420654,703425,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-22,09:00,3144456,1779438480.0,1779440100.0,,,5.689,0.0,27410,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,07:30,3108035,1778827560.0,1778829900.0,,,13.646,0.0,567385,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,CAB,2026-07-02,23:16,5010205,1783035060.0,1783038000.0,1783033741.0,1783037875.0,30.072279,29.015939712524418,454540,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,07:00,4958024,1781764500.0,1781765100.0,1781765685.0,1781766348.0,4.855,4.588871479034424,410025,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-23,11:00,3288141,1782210480.0,1782212100.0,1782210167.0,1782211442.0,4.551,4.248398780822754,97155,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-10,15:30,3380611,1783697400.0,1783700280.0,1783697357.0,1783701441.0,21.145,21.090749740600582,188215,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,11:00,4858693,1779100440.0,1779101100.0,1779101075.0,1779101855.0,2.621995,1.4920969009399414,32660,Planned,MALE,projectmgr,Boarded,,False
catalyst-Sac,Redwood City Center,CAB,2026-05-05,02:30,1443559,1777949100.0,1777952760.0,1777948860.0,1777951041.0,24.108002,23.4130802154541,327540,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-19,08:00,4963926,1781853000.0,1781855100.0,1781853245.0,1781855575.0,16.132,18.623546600341797,417300,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-05,10:00,4917334,1780648260.0,1780652700.0,1780648254.0,1780651863.0,20.730942,19.844470977783203,45110,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-08,20:16,4834206,1778272260.0,1778272560.0,1778271296.0,1778271896.0,0.87,0.8101372718811035,390050,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-17,09:00,3255458,1781685180.0,1781686500.0,1781685124.0,1781686049.0,1.4004184,1.8543130159378052,683175,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-12,11:00,1169735,1781258700.0,1781261100.0,1781259215.0,1781260976.0,8.002615,10.145246505737305,3045,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-25,21:00,1137955,1779736800.0,1779741900.0,1779736476.0,1779741091.0,28.659,28.356502532958984,143790,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,15:30,3158125,1779809400.0,1779810180.0,,,3.6712542,0.0,98995,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-06-30,12:00,4998308,1782818280.0,1782819900.0,,,7.351,0.0,240920,,MALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-06-05,16:30,3202582,1780677000.0,1780678140.0,1780677976.0,1780679465.0,3.8168812,5.1965436935424805,343985,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-03,15:30,3346233,1783092600.0,1783096080.0,1783091605.0,1783095379.0,20.155304,18.87356185913086,556825,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,11:00,4858693,1779099720.0,1779101100.0,1779100123.0,1779101855.0,6.3564005,5.922382354736328,475590,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-15,11:00,5046933,1784108700.0,1784112300.0,,,11.694246,0.0,37760,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-06-03,11:00,4908690,1780480680.0,1780483500.0,1780480834.0,1780485612.0,9.747599,10.569205284118652,305285,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-11,21:16,4840131,1778535060.0,1778537520.0,1778534091.0,1778539250.0,28.091,28.27545928955078,437575,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-02,18:30,3338728,1783017000.0,1783018800.0,1783017212.0,1783019841.0,7.474,7.316147804260254,175860,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-02,11:00,1206853,1782985620.0,1782989100.0,1782985789.0,1782989376.0,11.526999,11.565715789794922,240155,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,11:00,4908690,1780480680.0,1780483500.0,1780481073.0,1780485612.0,9.747599,10.21371078491211,492025,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-26,19:30,1469716,1779820200.0,1779822000.0,1779819887.0,1779822050.0,7.114,9.963363647460938,693300,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-22,14:16,5070656,1784729760.0,1784750700.0,1784729829.0,1784731251.0,4.5731897,4.0751051902771,193405,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-20,13:00,5062066,1784547840.0,1784551500.0,1784547687.0,1784551270.0,23.397,23.6374568939209,219250,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-06-17,11:00,1284195,1781688900.0,1781693100.0,1781688627.0,1781692164.0,15.820604,18.302404403686523,6775,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-08,20:16,4834206,1778272260.0,1778273160.0,1778270991.0,1778272942.0,6.912,5.236298561096191,409485,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-25,14:30,3303130,1782397800.0,1782399540.0,1782397966.0,1782400543.0,9.472,0.0223249532282352,672190,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-30,08:30,3324161,1782803760.0,1782807900.0,1782803994.0,1782807267.0,19.314,18.494070053100582,250020,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-10,09:00,3219925,1781077860.0,1781081700.0,1781078604.0,1781084029.0,15.408999,14.791300773620604,445730,Planned,MALE,employee,Boarded,,False
